// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Rental
//    3: Limited
//    4: Buff
//    5: Header
//    6: Gears n Boxes
//    7: Other
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).


//Cash Items A
5,5203,1000
5,5282,1000
5,5405,1000
5,5426,1000
5,5427,1000
5,5443,1000
5,5445,1000
5,5447,1000
5,5448,1000
5,5449,1000
5,5458,1000
5,5519,1200
5,5557,1500
5,5465,2000
5,5466,2000
5,5478,2000
5,5500,2000
5,5520,2000
5,5592,2000
5,5189,3000
5,5258,3000
5,5303,3000
5,5322,3000
5,5382,3000
5,5469,3000
5,5508,3000
5,5510,3000
5,5512,3000
5,5546,3000
5,5549,3000
5,5550,3000
5,5555,3000
5,5555,3000
5,5556,3000
5,5569,3000
5,5570,3000
5,5573,3000
5,5581,3000
5,5582,3000
5,5585,3000
5,5588,3000
5,5589,3000
5,5468,3000
5,5598,3000
5,5599,3000
5,5139,4000
5,5186,4000
5,5255,4000
5,5308,4000
5,5260,4000
5,5305,4000
5,5387,4000
5,5390,4000
5,5403,4000
5,5405,4000
5,5416,4000
5,5417,4000
5,5430,4000
5,5482,4000
5,5527,4000

//Cash Items B
5,5567,4000
5,5468,5000
5,5470,5000
5,5185,5000
5,5396,5000
5,5539,5000
5,5213,5000
5,5215,5000
5,5243,5000
5,5311,5000
5,5335,5000
5,5359,5000
5,5410,5000
5,5568,5000
5,5143,6000
5,5152,6000
5,5230,6000
5,5231,6000
5,5232,6000
5,5233,6000
5,5235,6000
5,5252,6000
5,5253,6000
5,5263,6000
5,5270,6000
5,5295,6000
5,5355,6000
5,5355,6000
5,5365,6000
5,5385,6000
5,5409,6000
5,5471,6000
5,5495,6000
5,5502,6000
5,5505,6000
5,5182,7000
5,5225,7000
5,5098,8000
5,5099,8000
5,5103,8000
5,5130,8000
5,5256,8000
5,5257,8000
5,5271,8000
5,5296,8000
5,5360,8000
5,5485,8000
5,5497,8000
5,5498,8000
5,5533,8000
5,5568,8000
5,5665,8000
5,5153,9000
5,5185,9000
5,5255,9000
5,5288,9000
5,5379,9000
5,5388,9000

//Cashshop C
5,18596,10000
5,5532,10000
5,5480,10000
5,5273,10000
5,5275,10000
5,5275,10000
5,5276,10000
5,5283,10000
5,5292,10000
5,5315,10000
5,5358,10000
5,5367,10000
5,5138,11000
5,5226,11000
5,5277,12000
5,5325,12000
5,5362,12000
5,5372,12000
5,5373,12000
5,5313,13000
5,5378,13000
5,5467,13000
5,5547,13000
5,5142,14000
5,5278,14000
5,5365,14000
5,5483,15000
5,19515,15000
5,5181,15000
5,5211,15000
5,5340,15000
5,5341,15000
5,5342,15000
5,5343,15000
5,5345,15000
5,5345,15000
5,5421,15000
5,5463,15000
5,5465,15000
5,5357,17000
5,5377,17000
5,5376,17000
5,5363,17000
5,5420,17000
5,8907,18000
5,8908,18000
5,8909,18000
5,8910,18000
5,8911,18000
5,8912,18000
5,5490,20000
5,18670,30000
5,18679,30000
5,18678,30000
5,18712,30000
5,18677,30000
5,18703,30000
5,18710,30000
5,18617,30000
5,18750,30000
5,18698,30000
5,18697,30000
5,18648,30000
5,18666,30000
5,5423,60000
5,5518,60000

//Equipo
5,2356,1500
5,2415,1500
5,2511,1500
5,1725,1500
5,1244,1500
5,2546,1500
5,2441,1500
5,2358,1500


//Pociones
6,12118,20
6,12119,20
6,12120,20
6,12121,20
6,12275,50
6,12298,50
6,12299,50
6,14536,10
6,14538,20
6,13995,150
6,13989,150
6,14004,300
6,13759,100
6,13760,100
6,13761,100
6,13762,100

//Comidas
6,682,30
6,683,30
6,684,50
6,12122,30
6,12123,30
6,12124,40
6,12198,20
6,12202,30
6,12203,30
6,12204,30
6,12205,30
6,12206,30
6,12207,30

//WOE Shop
6,8936,2000
6,8937,2000
6,8938,2000
6,8939,2000
6,8940,2000
6,8941,2000
6,8942,2000
6,8943,2000
6,8944,2000
6,8945,2000
6,8946,2000
6,8947,2000
6,8948,2000

//Special
3,7776,200
3,12208,1000
3,12210,1000
3,12209,200
3,12211,100

//Pets
7,619,30
7,620,30
7,621,30
7,622,30
7,623,30
7,625,30
7,626,30
7,624,30
7,627,30
7,628,30
7,629,30
7,630,30
7,631,30
7,632,30
7,633,30
7,634,30
7,635,30
7,636,30
7,637,30
7,638,30
7,639,30
7,640,30
7,641,30
7,642,30
7,659,30
7,660,30
7,661,30
7,12395,30
7,14569,30
7,14572,30
7,14574,30
7,12371,30
7,12361,30
7,12368,30
7,14573,30
7,12363,30
7,12364,30
7,12373,30
7,12370,30
7,12372,30
7,12362,30
7,12366,30
7,12365,30
7,12369,30
7,12367,30
7,12360,30
7,12358,30
7,12359,30
7,12357,30
7,12374,30
7,12340,30
7,531,30
7,508,30
7,511,30
7,534,30
7,507,30
7,1002,30
7,726,30
7,537,30
7,532,30
7,711,30
7,518,30
7,929,30
7,504,30
7,6115,30
7,7821,30
7,7822,30
7,7824,30
7,6111,30
7,6098,30
7,6108,30
7,7823,30
7,6100,30
7,6104,30
7,6113,30
7,6110,30
7,6112,30
7,6099,30
7,6106,30
7,6105,30
7,6109,30
7,6107,30
7,6097,30
7,6095,30
7,6096,30
7,6094,30
7,6114,30

